"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Agaricomycetes","Agaricostilbomycetes","Archaeosporomycetes","Arthoniomycetes","Basidiobolomycetes","Chytridiomycetes","Cystobasidiomycetes","Dothideomycetes","Entorrhizomycetes","Eurotiomycetes","Exobasidiomycetes","Geminibasidiomycetes","Glomeromycetes","GS14","Lecanoromycetes","Leotiomycetes","Lobulomycetes","Microbotryomycetes","Monoblepharidomycetes","Mortierellomycetes","Mucoromycetes","Olpidiomycetes","Orbiliomycetes","Pezizomycetes","Pezizomycotina_cls_Incertae_sedis","Pucciniomycetes","Rhizophlyctidomycetes","Rhizophydiomycetes","Rozellomycotina_cls_Incertae_sedis","Saccharomycetes","Sordariomycetes","Spizellomycetes","Taphrinomycetes","Tremellomycetes","Umbelopsidomycetes","unidentified","Unknown","Ustilaginomycetes","Wallemiomycetes"
260,260,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN13","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,39.59,36.25,35.11,34.83,4,1,"S511","JTMR011AV",1537,0,0,15,0,0,0,19331,0,15038,0,0,0,0,0,7244,0,4,0,0,154,0,32,1448,0,0,4,0,0,0,16267,63,0,1238,0,44,1351,0,41
261,261,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN13","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011DW",1567,0,0,958,0,0,8,39651,0,5006,0,0,836,0,0,7532,0,0,0,0,32,0,881,5643,0,0,27,0,0,0,5557,0,0,581,0,81,5827,0,0
262,262,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE13","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011DA",604,0,0,324,0,0,0,26983,0,1238,0,0,979,0,0,2693,0,0,0,0,56,0,115,2960,0,0,0,0,0,0,12860,0,0,195,0,116,2577,0,0
264,264,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE13","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011DB",382,0,0,0,0,0,0,25009,0,17368,0,0,3,0,0,4198,0,0,0,0,358,0,11,3942,32,0,89,0,0,0,10590,5,0,62,0,295,3963,0,0
265,265,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE13","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011EI",179,0,0,78,0,0,0,11939,0,2251,0,0,250,0,0,7977,0,0,0,0,5,0,19,1718,0,0,0,0,0,0,1703,0,0,149,0,202,1822,0,0
277,277,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE13","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011EM",98,0,0,16,0,0,0,42001,0,1913,0,0,0,0,0,1013,0,0,0,0,6,0,24,3716,0,0,223,78,0,0,5932,11,0,588,0,371,1255,0,0
278,278,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN13","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011CE",577,0,0,918,0,0,0,43445,0,3460,0,0,728,0,0,1275,4,86,0,0,1685,0,432,2688,0,0,67,4,0,0,7808,0,0,1193,0,34,4067,0,0
279,279,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN13","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010DQ",3865,0,0,0,0,0,5,23853,0,8718,38,0,65,0,0,3035,0,14,10,589,107,32,144,6068,18,0,189,100,0,6,12955,301,0,674,0,354,2046,0,87
281,281,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE13","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010ER",885,0,36,64,0,216,0,17316,0,4071,0,0,406,0,0,97,0,0,33,381,28,14,4695,2056,0,0,14,0,0,0,3112,91,0,475,0,309,3364,0,0
283,283,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE13","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011R",1063,10,0,599,0,0,19,43291,0,1808,0,0,0,0,0,1616,0,5,0,0,58,0,82,713,0,0,565,0,0,4,18047,0,0,975,0,176,887,0,0
284,284,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN13","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010T",1234,0,0,7,0,36,6,41536,0,1109,0,0,107,0,0,204,0,28,8,172,41,8,166,2970,0,0,25,9,0,0,5321,182,0,1489,0,491,746,0,0
285,285,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN13","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011AU",74,0,0,68,0,0,0,31630,0,1034,0,0,21,0,0,805,0,26,0,0,3,0,211,2313,0,0,0,6,0,0,16338,24,0,760,0,67,258,0,0
286,286,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN13","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010AL",3347,0,0,18,0,73,0,15610,0,20148,0,4,90,0,0,3613,13,12,0,748,599,19,193,2307,50,0,129,57,0,8,8219,234,0,372,0,722,1800,0,0
287,287,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN13","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR011DO",262,0,0,0,0,0,0,9321,0,5848,0,0,0,0,0,1839,0,4,0,0,287,0,48,6459,0,0,7,0,0,7,39666,30,0,88,0,19,1426,0,10
291,291,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN13","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010K",109,0,0,30,0,0,85,11287,0,22834,0,0,0,0,0,9236,0,0,0,364,38,0,5,388,0,0,79,14,0,0,4641,172,0,1672,0,177,1256,0,0
292,292,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN13","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011BT",533,0,0,55,0,0,0,13038,0,7700,0,0,33,0,0,2770,0,0,0,0,191,0,427,1551,0,0,99,5,0,0,12027,24,0,546,0,118,1584,0,0
294,294,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE13","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,32.91,32.8,33.82,33.31,4,1,"S501","JTMR011AX",171,0,0,51,0,0,0,9158,0,19864,0,0,49,0,0,4206,0,0,0,0,94,0,135,998,68,0,11,0,0,0,12995,0,0,108,0,80,4590,0,21
295,295,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN13","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010AJ",92,0,0,0,0,7,12,6633,0,22216,0,19,11,0,0,3058,0,0,0,293,349,0,41,1872,14,0,0,0,0,14,18615,125,0,209,0,96,2278,0,0
296,296,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN13","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011EC",1096,0,0,6,0,0,0,33280,0,6214,0,0,261,0,0,26,0,8,0,0,17,0,54,6080,0,0,6,0,0,0,5656,13,0,148,0,327,1936,0,0
301,301,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN14","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011DT",1052,0,0,3503,0,0,0,31228,0,1950,0,0,182,0,0,14613,12,0,0,0,0,0,279,772,0,0,22,0,0,0,7519,8,45,1117,0,73,3379,0,0
302,302,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE14","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011BG",515,3,6,495,0,0,12,11063,0,16132,0,0,39,0,8,4222,0,0,0,0,344,0,196,1088,75,0,619,2,0,8,19551,134,0,398,0,66,2653,0,12
303,303,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE14","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,36.26,NA,36.69,35.22,3,1,"S801","JTMR011BA",181,0,0,5269,0,0,3,7236,0,7585,0,6,49,0,0,1893,0,6,0,0,116,0,12,542,0,0,0,0,0,0,8227,20,0,176,0,36,912,0,26
304,304,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE14","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011K",443,0,0,163,0,0,0,18417,0,3085,0,0,652,0,0,7212,0,5,0,0,126,0,289,5544,0,0,18,0,0,0,4266,12,0,330,0,118,1469,0,22
306,306,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE14","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010ED",3678,0,0,115,0,0,0,21059,0,3024,0,0,114,0,0,73,0,0,22,61,0,0,144,2996,0,0,7,23,0,0,1431,28,0,376,0,36,3882,24,0
309,309,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN14","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010CX",4588,0,0,169,0,0,0,73464,0,2818,0,0,0,0,0,756,0,5,58,415,362,7,71,4247,0,0,151,48,0,0,6499,406,0,3315,0,3475,4984,519,0
310,310,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN14","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010AA",657,0,0,202,0,0,0,12153,0,4849,0,0,799,0,7,70,0,0,0,147,0,12,207,770,0,0,19,0,0,0,1113,159,0,556,0,209,1086,1111,0
311,311,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN14","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,32.39,32.8,32.87,32.46,4,1,"S911","JTMR011EY",1061,0,0,10,0,0,10,43309,0,12058,0,0,40,0,0,5835,0,13,0,0,602,0,215,4077,0,0,62,0,0,166,19633,150,0,645,0,92,2602,0,0
312,312,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN14","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR011CI",1161,0,0,468,0,0,0,55711,0,2947,0,0,562,0,0,1232,2,0,0,0,0,0,665,1073,0,0,78,0,0,0,7949,14,3,1335,0,422,3589,0,0
313,313,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE14","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,37.11,NA,1,0,"S901","JTMR010CY",12070,0,0,1416,0,0,50,63302,0,3018,0,0,122,0,0,2101,5,29,16,589,182,28,477,6671,0,0,154,30,0,0,14074,77,0,2534,0,796,9477,0,0
314,314,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE14","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010EV",3605,0,0,1312,0,0,0,20174,0,2631,0,0,550,0,0,2022,0,0,0,344,48,314,686,2555,0,0,64,17,7,0,18082,67,10,1146,0,62,1753,0,0
316,316,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN14","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.36,33.64,33.54,34.29,4,1,"S811","JTMR010AE",512,3,0,0,0,15,15,34308,4,6512,0,143,38,0,0,4040,32,7,0,296,64,12,19,4738,0,0,202,2,0,0,11554,345,0,1054,0,682,1063,5,0
317,317,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN14","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR011AF",120,0,14,5,0,0,12,15281,10,8331,0,82,982,0,0,1022,5,0,0,0,33,0,575,1811,0,0,5,0,0,0,13367,23,0,48,0,526,1311,0,0
318,318,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE14","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,28.38,29.07,29.42,29.41,4,1,"S1001","JTMR011EG",410,0,0,73,0,0,0,12171,0,13216,0,0,46,0,0,4352,0,0,0,0,57,0,15,10485,57,0,0,0,0,17,15395,13,0,357,0,242,964,0,0
319,319,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN14","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010AV",2062,0,0,513,0,0,0,28435,0,7437,0,0,0,0,0,3763,0,282,0,1630,494,0,24,1582,0,0,149,32,0,0,22693,145,6,2748,0,575,4202,0,0
320,320,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE14","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010EG",3028,0,0,200,0,0,0,24589,0,9110,0,0,347,0,0,2642,6,0,17,857,52,9,815,2642,0,0,34,11,0,0,4926,64,0,2243,0,442,3779,0,0
321,321,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN14","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010CZ",304,0,0,289,0,39,0,62742,0,6838,34,0,201,0,9,5489,0,30,18,1457,336,19,283,1744,129,0,224,51,0,12,16378,202,3,6284,0,484,3843,0,0
322,322,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN14","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011CN",1569,5,0,655,0,0,25,45335,0,5813,0,0,312,0,0,10613,0,3,0,0,251,0,2202,1999,0,0,44,0,0,6,5188,82,10,1824,0,105,6655,0,4
323,323,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE14","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR011BC",145,0,0,174,0,0,7,11999,0,28209,0,0,0,0,0,3335,0,22,0,0,254,0,4,40,0,0,95,0,0,0,17372,11,0,503,0,23,235,0,0
324,324,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN14","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.7,36.29,NA,NA,2,0,"C511","JTMR011CL",1441,0,0,71,0,0,0,51738,0,4288,0,0,59,0,0,2785,6,5,0,0,86,0,127,6956,0,0,12,0,0,0,5345,17,0,664,0,124,1120,0,0
325,325,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN14","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR010BN",1477,0,3,140,4,6,0,21496,0,2467,0,0,286,0,0,3683,0,11,23,151,8,73,325,1723,0,0,151,9,0,0,4550,103,0,1037,0,594,2656,0,0
326,326,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE14","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011EN",1496,0,0,428,0,0,75,37963,0,2541,0,0,39,0,0,860,0,4,0,0,6,0,149,2430,0,0,145,0,0,0,20272,26,0,3759,0,23,1113,0,7
327,327,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE14","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011DY",737,0,6,4174,0,0,0,42498,0,2325,0,0,301,0,0,738,0,18,0,0,0,0,1014,1423,0,0,192,0,0,0,5107,31,0,742,0,25,929,0,0
329,329,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE14","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010ES",279,24,0,206,0,0,0,28588,0,8306,0,11,26,0,0,570,0,11,3,252,19,6,362,344,0,0,317,0,0,0,11605,60,0,970,0,168,764,0,0
330,330,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE14","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011DU",951,0,0,393,0,0,0,46680,0,10525,0,0,602,0,0,1361,0,0,0,0,28,0,876,1617,6,0,0,0,0,0,10945,12,0,124,0,150,1371,0,0
331,331,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN14","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010CQ",2820,0,4,133,0,30,8,51244,0,5697,0,0,1013,0,0,2257,5,25,23,1096,0,70,3026,6294,0,0,61,19,0,0,4555,414,0,3535,0,910,4636,0,0
332,332,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE14","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010FB",1083,51,0,85,0,0,10,26216,0,4334,0,3,296,0,0,1855,0,67,5,854,317,18,1064,1167,0,0,82,57,2,0,23390,99,0,301,0,967,2436,0,0
334,334,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE14","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010EK",6118,0,0,202,0,0,0,20314,0,5093,0,0,100,0,0,607,0,18,0,141,7,96,1474,3948,0,2,152,32,0,0,4297,229,0,394,0,106,4740,0,0
337,337,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN14","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010DT",493,0,0,15,0,0,0,7134,0,3922,0,0,753,0,0,1560,0,0,10,822,68,24,1510,4247,0,0,141,6,0,0,2340,527,0,62,0,135,1999,0,5
338,338,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN14","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010AT",1561,0,0,45,0,0,0,42483,0,3176,0,0,0,0,0,1073,0,32,5,389,7,4,30,14783,42,0,285,78,0,2,13072,355,0,1909,0,4065,5872,0,0
339,339,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE14","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011AB",333,0,0,87,0,0,0,22945,0,10583,0,0,69,0,0,2665,0,32,0,0,25,0,520,401,0,0,76,0,0,0,16508,43,0,186,0,115,10867,0,11
340,340,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN14","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,35.28,35.2,36.95,NA,3,1,"C811","JTMR010BF",956,0,0,523,0,0,0,17574,0,11133,0,0,252,0,15,4881,0,15,0,498,276,5,79,2206,0,0,153,13,0,3,17296,139,0,885,0,306,2060,0,0
341,341,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN14","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011CH",2250,0,0,61,0,0,0,44858,0,3419,0,0,26,0,0,10817,5,11,0,0,46,0,23,4779,7,0,68,0,0,0,5835,137,0,727,0,197,1542,0,0
342,342,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN14","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011AJ",211,0,4,52,0,0,0,34540,0,4671,0,0,542,0,0,748,0,0,0,0,0,0,30,1624,0,0,0,0,0,0,4250,0,0,60,0,195,1641,0,0
344,344,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE14","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,34.82,35.07,34.88,35.02,4,1,"S601","JTMR011DI",724,0,0,30,0,0,0,46450,0,5162,0,0,15,0,0,1515,0,0,0,0,83,0,7,5004,0,0,32,0,0,0,6000,0,0,776,0,189,1209,0,0
345,345,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE14","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR011CT",4405,0,0,145,0,0,9,33479,0,10298,0,0,0,0,0,401,0,10,0,0,7057,0,259,9202,0,0,13,0,0,0,20502,45,0,349,0,3,822,0,0
346,346,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN14","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,39.46,NA,NA,1,0,"C211","JTMR011DM",2577,0,0,541,0,0,0,43895,0,2477,0,0,388,0,0,1637,0,31,0,0,8,0,961,2331,0,0,67,0,0,0,11743,4,0,319,0,50,2468,0,0
347,347,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN14","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR011AS",1757,0,0,225,0,0,14,37336,0,3605,0,0,27,0,5,1059,0,3,0,0,38,0,65,7270,0,0,121,6,0,0,23740,106,0,1291,0,45,769,0,0
348,348,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE14","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010FC",483,0,0,82,0,0,0,29793,0,1760,0,0,264,0,0,11315,0,7,4,93,48,38,540,2548,0,14,33,8,0,0,6650,492,0,1276,0,6,2247,0,0
